date,LHX,ENB,CRM,vwretd
2015-10-29,0.008898,0.005101,-0.004966,-0.002218
2015-10-30,-0.003024,-0.015225,-0.005503,-0.004004
2015-11-02,0.007330,-0.003748,0.019174,0.012446
2015-11-03,0.016184,0.008700,-0.007197,0.003088
2015-11-04,-0.014691,-0.030303,-0.003052,-0.003380
2015-11-05,-0.004010,-0.034615,0.004082,-0.001396
2015-11-06,0.001132,-0.031374,0.008893,-0.000383
2015-11-09,-0.001131,-0.023650,-0.014986,-0.009594
2015-11-10,-0.005535,-0.005793,0.000384,0.001286
2015-11-11,0.005060,-0.000530,0.005879,-0.004136
2015-11-12,-0.009314,-0.019328,-0.005209,-0.014519
2015-11-13,-0.006098,-0.012002,-0.034483,-0.009781
2015-11-16,0.030423,0.023744,0.008730,0.013738
2015-11-17,0.013398,0.005394,0.012851,-0.001359
2015-11-18,0.010962,0.011534,0.001424,0.015275
2015-11-19,0.013767,-0.010872,0.042534,-0.000988
2015-11-20,-0.005168,-0.024933,0.004340,0.003000
2015-11-23,-0.000604,-0.004399,-0.002593,-0.000666
2015-11-24,-0.003385,0.010218,-0.004828,0.002343
2015-11-25,0.005700,-0.010935,0.000249,0.001177
2015-11-27,0.002171,-0.022664,-0.005472,0.000779
2015-11-30,0.000361,0.002545,-0.003501,-0.003859
2015-12-01,0.010345,0.018054,0.016564,0.009508
2015-12-02,-0.002977,-0.019396,-0.001605,-0.010722
2015-12-03,-0.009792,-0.029104,-0.011746,-0.014317
2015-12-04,0.016281,-0.018917,0.027649,0.016454
2015-12-07,-0.005103,-0.079798,-0.017775,-0.009769
2015-12-08,0.005129,-0.006447,0.004958,-0.006113
2015-12-09,-0.011036,0.032446,-0.016897,-0.006630
2015-12-10,-0.001800,0.002828,-0.004140,0.002053
2015-12-11,-0.009617,-0.052961,-0.031620,-0.019829
2015-12-14,-0.005826,-0.009927,0.001561,0.001578
2015-12-15,0.012086,0.033757,0.004936,0.011317
2015-12-16,0.007961,0.032331,0.019646,0.014887
2015-12-17,-0.005266,-0.014720,-0.005831,-0.014588
2015-12-18,-0.004933,-0.003496,-0.017850,-0.015037
2015-12-21,0.019828,-0.005423,0.003375,0.007163
2015-12-22,0.027267,0.025657,0.007375,0.008827
2015-12-23,0.013503,0.047217,0.002312,0.013678
2015-12-24,0.018902,0.000896,-0.002691,-0.000839
2015-12-28,-0.026710,-0.015811,0.004754,-0.003319
2015-12-29,0.013894,0.011215,0.015857,0.010018
2015-12-30,-0.009853,-0.016187,-0.003776,-0.007358
2015-12-31,-0.006062,0.011274,-0.009350,-0.008181
2016-01-04,0.008631,-0.008737,-0.021556,-0.014890
2016-01-05,0.005933,-0.000304,0.004432,0.001397
2016-01-06,-0.009073,-0.037093,-0.009864,-0.013799
2016-01-07,-0.012934,-0.021156,-0.026085,-0.023909
2016-01-08,-0.004638,0.022903,-0.014401,-0.010935
2016-01-11,0.012815,-0.017975,-0.000683,-0.001736
2016-01-12,0.022659,0.003211,0.017491,0.006081
2016-01-13,-0.039478,-0.045775,-0.028337,-0.025834
2016-01-14,-0.010656,0.045622,0.009952,0.015434
2016-01-15,-0.002841,-0.027591,-0.030245,-0.021670
2016-01-19,0.001068,-0.000990,-0.000847,-0.002414
2016-01-20,-0.009011,-0.060766,-0.006638,-0.010584
2016-01-21,-0.008734,0.099156,-0.011659,0.005654
2016-01-22,0.014605,0.070058,0.029348,0.022476
2016-01-25,0.000833,-0.056801,-0.022781,-0.016673
2016-01-26,0.017711,0.032964,-0.000715,0.015919
2016-01-27,-0.009110,-0.012887,-0.034922,-0.010546
2016-01-28,-0.000589,0.027355,-0.025805,0.005035
2016-01-29,0.025711,0.046899,0.036078,0.024547
2016-02-01,-0.002875,-0.025144,0.005583,-0.000351
2016-02-02,-0.097786,-0.025497,-0.057277,-0.020022
2016-02-03,-0.004473,0.056891,0.012709,0.005729
2016-02-04,0.012197,-0.002015,0.028466,0.003623
2016-02-05,-0.040081,-0.022498,-0.129315,-0.019591
2016-02-08,-0.035148,-0.016524,-0.076226,-0.016964
2016-02-09,-0.003971,-0.032703,0.060685,-0.003067
2016-02-10,-0.000138,-0.020782,0.024943,0.000273
2016-02-11,-0.013889,-0.011361,0.008169,-0.011979
2016-02-12,0.004881,0.034058,0.007427,0.020132
2016-02-16,0.019428,0.021330,0.000670,0.017684
2016-02-17,0.010890,0.019042,0.063128,0.018099
2016-02-18,0.001212,-0.032851,-0.028193,-0.004199
2016-02-19,0.011163,-0.023372,0.007131,-0.000231
2016-02-22,0.016760,0.018507,0.029611,0.014305
2016-02-23,-0.013605,-0.027569,-0.016880,-0.011789
2016-02-24,0.000796,0.014820,-0.006041,0.004963
2016-02-25,0.009011,0.069524,0.110365,0.011044
2016-02-26,0.005254,0.031167,0.004322,0.000283
2016-02-29,0.019336,0.016695,-0.028256,-0.005893
2016-03-01,0.017688,-0.007361,0.033505,0.022404
2016-03-02,0.009446,-0.008557,0.005856,0.005674
2016-03-03,0.003993,0.016398,0.005253,0.005603
2016-03-04,0.008450,0.038777,0.003672,0.004192
2016-03-07,-0.022428,0.026158,-0.008021,0.003223
2016-03-08,-0.008320,-0.013808,-0.009505,-0.013540
2016-03-09,0.020340,0.028002,0.017474,0.005555
2016-03-10,-0.001505,-0.002095,-0.004786,-0.001281
2016-03-11,0.009794,0.015748,0.013154,0.017442
2016-03-14,-0.010321,-0.027390,0.008237,-0.001576
2016-03-15,-0.024249,-0.004782,-0.007200,-0.004458
2016-03-16,0.009014,0.023759,0.014366,0.007493
2016-03-17,0.002042,0.018253,-0.000138,0.008250
2016-03-18,0.004840,-0.027401,-0.000963,0.003879
2016-03-21,-0.004309,-0.002896,-0.005506,0.000503
2016-03-22,0.013493,0.005545,0.008304,-0.000372
2016-03-23,-0.007285,-0.021008,-0.014688,-0.009450
2016-03-24,-0.011134,0.004828,0.009195,-0.000141
2016-03-28,-0.004094,0.009076,-0.006764,0.000806
2016-03-29,0.008222,-0.005026,0.004865,0.011053
2016-03-30,0.002931,0.028450,0.027663,0.004467
2016-03-31,-0.010799,0.005946,-0.006326,-0.000869
2016-04-01,-0.000771,-0.024929,0.025735,0.004664
2016-04-04,-0.010411,-0.000264,-0.000528,-0.004391
2016-04-05,-0.025068,-0.022673,-0.014665,-0.010012
2016-04-06,0.019051,0.021581,0.013408,0.011074
2016-04-07,-0.002092,-0.004753,-0.003440,-0.011653
2016-04-08,0.004978,0.033961,-0.006240,0.004327
2016-04-11,-0.003389,0.003849,-0.009218,-0.001833
2016-04-12,0.003532,0.028374,0.001483,0.010399
2016-04-13,0.021116,0.009197,0.022620,0.011323
2016-04-14,-0.008808,-0.000739,0.002633,-0.000462
2016-04-15,-0.003348,-0.001479,0.002101,-0.000565
2016-04-18,0.003877,0.021476,0.012580,0.006766
2016-04-19,0.014159,0.022233,-0.013977,0.004490
2016-04-20,0.006473,0.000473,-0.000656,0.001225
2016-04-21,-0.004414,-0.003544,0.013265,-0.005273
2016-04-22,0.011146,0.007826,-0.008684,0.001835
2016-04-25,-0.013278,-0.015294,0.000392,-0.002787
2016-04-26,0.008887,-0.006691,-0.003921,0.003357
2016-04-27,0.016233,0.008901,-0.006823,0.002651
2016-04-28,-0.008791,-0.000954,-0.004096,-0.008569
2016-04-29,-0.000500,-0.008592,0.005572,-0.004465
2016-05-02,0.010624,-0.005055,0.019129,0.006733
2016-05-03,-0.054786,-0.022018,-0.030421,-0.011101
2016-05-04,-0.026560,-0.021029,-0.012150,-0.006171
2016-05-05,0.005107,-0.011878,-0.002433,-0.000444
2016-05-06,-0.002541,0.004859,0.005961,0.003519
2016-05-09,0.014479,-0.019598,0.004983,-0.000200
2016-05-10,0.012290,0.038422,0.017422,0.012298
2016-05-11,-0.007180,-0.004750,-0.001712,-0.008295
2016-05-12,0.000789,0.021125,0.001319,-0.000776
2016-05-13,-0.002496,-0.006958,0.006325,-0.007964
2016-05-16,0.015148,0.013013,0.012308,0.010210
2016-05-17,0.005450,0.009881,-0.006985,-0.008591
2016-05-18,-0.000129,-0.016389,0.014329,-0.000812
2016-05-19,0.000387,-0.011689,0.041351,-0.003791
2016-05-20,0.015869,0.013840,-0.000863,0.007642
2016-05-23,-0.005207,-0.010424,0.008763,-0.001790
2016-05-24,0.008298,0.010534,0.012480,0.013114
2016-05-25,0.004811,0.015388,0.009909,0.007321
2016-05-26,0.005040,-0.006844,-0.002633,-0.000158
2016-05-27,0.002131,-0.004184,0.005039,0.004415
2016-05-31,-0.008309,-0.014088,-0.000716,-0.000348
2016-06-01,0.010029,0.006518,-0.003106,0.002367
2016-06-02,0.002640,0.007223,-0.002516,0.003603
2016-06-03,0.002758,0.015084,-0.008289,-0.001949
2016-06-06,0.011751,0.021925,0.003392,0.006131
2016-06-07,0.005190,0.017878,0.003743,0.002122
2016-06-08,0.006392,-0.003981,0.002526,0.003565
2016-06-09,-0.007939,-0.002351,-0.007438,-0.002816
2016-06-10,-0.002709,-0.011784,-0.010879,-0.011232
2016-06-13,-0.004815,0.008824,-0.004155,-0.008135
2016-06-14,0.004590,-0.018676,-0.004909,-0.002780
2016-06-15,0.002840,-0.006745,0.011099,-0.000492
2016-06-16,0.009605,-0.014552,-0.004269,0.001908
2016-06-17,-0.000976,0.012060,-0.013964,-0.001748
2016-06-20,0.015383,0.021644,0.008944,0.007279
2016-06-21,0.003968,0.007617,0.005048,0.002334
2016-06-22,-0.001317,0.000945,-0.012373,-0.001865
2016-06-23,0.008994,0.015813,0.020590,0.014415
2016-06-24,-0.037556,-0.034851,-0.046427,-0.036628
2016-06-27,-0.030748,-0.011314,-0.030461,-0.020320
2016-06-28,0.023060,0.007548,0.019456,0.018043
2016-06-29,0.022291,0.016916,0.018698,0.017600
2016-06-30,0.016445,0.006654,0.005190,0.013181
2016-07-01,-0.010187,0.024315,0.005289,0.003010
2016-07-05,-0.012713,-0.028808,-0.014531,-0.008225
2016-07-06,0.011038,0.000949,-0.002161,0.005437
2016-07-07,-0.002062,-0.018729,0.003312,-0.000690
2016-07-08,0.023459,-0.001691,0.027044,0.015478
2016-07-11,0.002494,0.006292,0.009519,0.004210
2016-07-12,0.006516,0.022607,0.003306,0.007923
2016-07-13,0.004355,-0.009643,-0.007323,-0.000232
2016-07-14,0.002695,-0.007599,0.002828,0.004685
2016-07-15,-0.003389,-0.001914,-0.001962,-0.000803
2016-07-18,-0.002580,0.005994,0.002826,0.002602
2016-07-19,0.003175,-0.002145,-0.003185,-0.002363
2016-07-20,0.008322,-0.020062,0.009463,0.004629
2016-07-21,-0.001162,-0.008287,-0.005357,-0.003322
2016-07-22,0.007332,-0.012780,0.010404,0.004500
2016-07-25,-0.012246,-0.018422,-0.004361,-0.003154
2016-07-26,0.009591,-0.003551,-0.005232,0.001613
2016-07-27,-0.003360,-0.014253,-0.003180,-0.001242
2016-07-28,0.005812,0.009295,0.010184,0.001673
2016-07-29,0.001040,0.052187,-0.006437,0.002630
2016-08-01,-0.011198,-0.027231,-0.009536,-0.002254
2016-08-02,0.027087,0.009998,-0.006418,-0.007105
2016-08-03,0.001137,0.003712,-0.001118,0.004385
2016-08-04,0.002044,0.017998,0.001865,0.000814
2016-08-05,0.005552,0.000484,0.009558,0.008058
2016-08-08,0.002592,0.016219,-0.001967,0.000104
2016-08-09,0.009217,-0.007146,0.000123,0.001069
2016-08-10,0.002116,-0.001679,-0.011579,-0.002555
2016-08-11,-0.001111,0.017442,0.015454,0.004818
2016-08-12,-0.000556,-0.002385,0.001841,-0.000494
2016-08-15,0.010242,-0.001195,-0.033199,0.004008
2016-08-16,-0.008264,0.000000,-0.012164,-0.005477
2016-08-17,-0.000889,-0.005744,-0.021036,0.001044
2016-08-18,0.008007,0.018777,0.007731,0.003387
2016-08-19,0.003310,-0.016541,0.007411,-0.001828
2016-08-22,0.003299,-0.015617,-0.002969,-0.000427
2016-08-23,0.001096,0.013424,0.009968,0.002825
2016-08-24,-0.003503,-0.019750,-0.002563,-0.006035
2016-08-25,0.002747,-0.016708,0.030069,-0.000675
2016-08-26,-0.004711,-0.001499,-0.001622,-0.001829
2016-08-29,0.019595,-0.009009,-0.001374,0.005225
2016-08-30,0.001188,-0.000758,-0.001126,-0.001514
2016-08-31,0.002696,-0.002022,-0.005136,-0.002578
2016-09-01,-0.001398,0.002026,-0.044195,0.000748
2016-09-02,0.009047,0.035886,-0.010671,0.005882
2016-09-06,0.001174,0.050500,0.004261,0.003391
2016-09-07,0.000320,0.015327,-0.005436,0.000821
2016-09-08,-0.005359,0.045974,-0.001733,-0.002078
2016-09-09,-0.020905,-0.026241,-0.009081,-0.025010
2016-09-12,0.011666,0.012576,0.002156,0.013340
2016-09-13,-0.022520,-0.041029,-0.017483,-0.015849
2016-09-14,-0.003339,0.007632,0.010402,-0.000526
2016-09-15,0.008710,0.008033,0.002303,0.010099
2016-09-16,-0.010738,0.005920,-0.009461,-0.003865
2016-09-19,0.001790,-0.004980,-0.003957,0.001385
2016-09-20,-0.002346,-0.007962,-0.001233,-0.000363
2016-09-21,0.006606,0.013300,0.017419,0.011864
2016-09-22,0.010122,-0.004526,0.005527,0.007814
2016-09-23,0.000771,-0.006592,-0.056308,-0.005940
2016-09-26,-0.008253,-0.010984,-0.002841,-0.008221
2016-09-27,0.016088,-0.002545,-0.001995,0.005100
2016-09-28,0.004040,0.025748,0.022413,0.006710
2016-09-29,-0.014573,-0.008593,-0.005864,-0.009216
2016-09-30,0.011036,0.008896,0.001826,0.007830
2016-10-03,-0.001201,-0.004748,-0.011356,-0.003050
2016-10-04,-0.002623,-0.013630,0.029921,-0.005600
2016-10-05,0.005808,-0.003685,-0.057965,0.004940
2016-10-06,0.005338,-0.007166,0.041508,-0.000753
2016-10-07,0.003684,0.000698,-0.004912,-0.003829
2016-10-10,-0.001836,0.013960,0.059089,0.005594
2016-10-11,-0.013845,-0.006654,-0.035686,-0.012616
2016-10-12,-0.001207,0.009240,-0.002624,0.000932
2016-10-13,-0.014057,0.008698,-0.022152,-0.003327
2016-10-14,-0.001225,-0.002042,0.051536,-0.000324
2016-10-17,-0.001004,0.000682,-0.019389,-0.002525
2016-10-18,0.009042,0.007044,-0.000824,0.006561
2016-10-19,0.013829,0.010379,0.000687,0.003002
2016-10-20,-0.006438,-0.019428,-0.003159,-0.001641
2016-10-21,-0.005601,0.004099,0.019424,-0.000113
2016-10-24,0.008173,-0.013608,0.014324,0.004434
2016-10-25,-0.006245,-0.000920,0.000000,-0.004367
2016-10-26,0.007386,0.003682,-0.001466,-0.002777
2016-10-27,-0.026264,0.012383,-0.002802,-0.003986
2016-10-28,0.004608,-0.012458,0.005218,-0.002573
2016-10-31,-0.002014,-0.009862,0.000399,0.000430
2016-11-01,0.039458,-0.005559,0.003858,-0.006771
2016-11-02,0.004637,-0.029350,-0.005964,-0.007680
2016-11-03,-0.003864,-0.014159,-0.011467,-0.003940
2016-11-04,0.015625,0.002434,0.003102,-0.001240
2016-11-07,0.028966,0.035940,0.025951,0.020927
2016-11-08,0.004949,0.005860,0.003277,0.003884
2016-11-09,0.038375,-0.008623,-0.008491,0.012048
2016-11-10,0.015909,-0.001753,-0.029908,0.001979
2016-11-11,0.005933,-0.032565,0.013038,0.000261
2016-11-14,0.015954,-0.018673,-0.024534,0.002384
2016-11-15,-0.001903,0.029044,0.017317,0.007902
2016-11-16,-0.003242,0.005110,-0.009592,-0.001517
2016-11-17,-0.002019,0.014766,0.025645,0.004607
2016-11-18,-0.002120,0.008111,0.034313,-0.001358
2016-11-21,0.003186,0.026976,-0.020831,0.007769
2016-11-22,0.001444,-0.005069,-0.007617,0.003038
2016-11-23,0.001153,-0.005327,-0.021437,0.000943
2016-11-25,0.005952,-0.003725,-0.002975,0.003636
2016-11-28,-0.007443,-0.000467,-0.010850,-0.005935
2016-11-29,0.006442,-0.014262,0.000000,0.000960
2016-11-30,-0.010699,-0.002846,-0.012752,-0.001561
2016-12-01,0.007532,-0.015699,-0.049167,-0.004207
2016-12-02,0.005942,0.009908,-0.000730,0.000701
2016-12-05,0.009337,0.001436,0.034936,0.007299
2016-12-06,0.005097,-0.002867,-0.002542,0.004758
2016-12-07,0.006104,0.010065,0.016426,0.012388
2016-12-08,-0.011388,0.000712,0.001115,0.003744
2016-12-09,-0.003777,-0.003556,-0.009602,0.003907
2016-12-12,-0.004644,0.001665,-0.011100,-0.002453
2016-12-13,0.004094,0.019240,0.017477,0.005763
2016-12-14,-0.002845,-0.026567,-0.003910,-0.009619
2016-12-15,-0.001427,0.003352,-0.015421,0.003588
2016-12-16,-0.009524,0.025531,-0.005268,-0.001159
2016-12-19,0.003365,-0.009539,-0.005010,0.002094
2016-12-20,-0.001342,-0.007517,0.005035,0.004310
2016-12-21,-0.004030,-0.000473,0.003579,-0.002494
2016-12-22,-0.000867,0.012550,-0.002995,-0.002734
2016-12-23,0.000193,-0.004443,-0.000429,0.001844
2016-12-27,-0.002796,0.005168,-0.000286,0.002518
2016-12-28,-0.000870,-0.017294,-0.010880,-0.007978
2016-12-29,-0.002226,0.004043,0.000869,0.000587
2016-12-30,-0.006207,-0.002369,-0.009978,-0.004036
2017-01-03,0.002440,0.009972,0.030383,0.008205
2017-01-04,0.005452,0.007052,0.032039,0.008618
2017-01-05,0.001259,0.011671,-0.000137,-0.000945
2017-01-06,0.011024,0.006230,0.013876,0.002310
2017-01-09,-0.023051,-0.003669,0.002168,-0.003925
2017-01-10,-0.004210,-0.014499,0.000270,0.001311
2017-01-11,0.000787,0.007240,0.024196,0.003227
2017-01-12,0.000000,-0.000927,-0.007391,-0.002536
2017-01-13,-0.000295,0.004177,0.005717,0.002819
2017-01-17,-0.015527,0.013866,-0.008197,-0.003693
2017-01-18,0.006688,-0.015956,0.010131,0.001415
2017-01-19,-0.008528,-0.012972,-0.002771,-0.003889
2017-01-20,0.002000,0.007041,0.006087,0.003625
2017-01-23,0.005190,-0.005360,0.001710,-0.001921
2017-01-24,0.013504,0.024836,0.012474,0.008375
2017-01-25,-0.009307,0.011431,0.017637,0.008078
2017-01-26,0.001088,0.002938,-0.006627,-0.001150
2017-01-27,0.012842,-0.030201,0.003335,-0.001599
2017-01-30,-0.001463,-0.012782,0.006393,-0.007057
2017-01-31,0.003223,0.002825,0.004955,0.000839
2017-02-01,-0.008568,-0.007746,-0.006574,0.000282
2017-02-02,0.030934,0.018689,0.019725,0.000599
2017-02-03,-0.006477,0.017650,0.000998,0.007801
2017-02-06,0.007958,-0.017115,-0.005735,-0.002713
2017-02-07,0.001998,-0.018807,0.005768,-0.000541
2017-02-08,-0.004082,0.012778,0.006109,0.001224
2017-02-09,-0.004003,0.002103,0.004089,0.006490
2017-02-10,0.011963,0.006295,-0.004813,0.004103
2017-02-13,0.012011,0.010784,0.003348,0.004652
2017-02-14,0.008691,0.001621,0.000124,0.003882
2017-02-15,-0.005744,-0.011098,0.009268,0.004785
2017-02-16,0.012393,-0.012158,-0.010408,-0.001251
2017-02-17,0.007455,-0.005681,0.008043,0.001900
2017-02-21,0.014252,0.005475,0.008715,0.005811
2017-02-22,-0.005224,-0.002131,-0.001217,-0.001741
2017-02-23,-0.005433,-0.010439,-0.000122,-0.000909
2017-02-24,0.011471,-0.008871,-0.003534,0.000450
2017-02-27,0.002430,0.006047,-0.002935,0.001995
2017-02-28,-0.013199,0.006251,-0.002330,-0.004647
2017-03-01,0.009190,-0.009797,0.030240,0.013366
2017-03-02,-0.005500,-0.006515,-0.013602,-0.006862
2017-03-03,0.001451,-0.005344,-0.005443,0.000944
2017-03-06,-0.005070,0.004396,0.003405,-0.003808
2017-03-07,-0.001547,0.017019,0.005697,-0.003455
2017-03-08,0.002734,-0.015539,0.006147,-0.003233
2017-03-09,-0.000364,-0.004614,-0.002396,-0.000246
2017-03-10,0.010546,0.008295,0.002762,0.003446
2017-03-13,0.001537,-0.003387,0.001197,0.001665
2017-03-14,-0.002076,-0.021364,-0.001196,-0.004180
2017-03-15,0.010763,0.025552,-0.000359,0.010125
2017-03-16,-0.000895,0.008950,0.000479,-0.000614
2017-03-17,0.005911,-0.012467,-0.005867,-0.000812
2017-03-20,0.002137,-0.009711,-0.001566,-0.002332
2017-03-21,-0.014660,-0.007600,-0.016285,-0.013602
2017-03-22,0.000812,0.020751,0.004047,0.001795
2017-03-23,0.003874,-0.012101,-0.004397,0.000156
2017-03-24,-0.004757,0.001960,0.001104,-0.000317
2017-03-27,-0.000902,0.007579,0.000000,-0.000361
2017-03-28,0.008123,0.010434,0.006494,0.006893
2017-03-29,-0.005014,0.006004,0.002922,0.002268
2017-03-30,0.005939,-0.014323,0.002185,0.002599
2017-03-31,-0.004652,0.013320,-0.000848,-0.001095
2017-04-03,-0.008987,-0.009560,-0.002182,-0.002624
2017-04-04,-0.001451,0.005550,0.008019,0.000621
2017-04-05,-0.009627,-0.004560,0.028564,-0.004134
2017-04-06,0.004035,0.016393,-0.003984,0.003506
2017-04-07,0.006211,0.004507,-0.007294,-0.000717
2017-04-10,-0.000998,0.009209,-0.001659,0.001468
2017-04-11,-0.001090,-0.012869,-0.004511,-0.000127
2017-04-12,0.003184,0.007585,-0.005843,-0.004575
2017-04-13,-0.002448,-0.005881,-0.002879,-0.007191
2017-04-17,0.001727,0.008755,0.012871,0.008654
2017-04-18,-0.005898,-0.011260,-0.005819,-0.002508
2017-04-19,-0.001278,-0.012100,-0.002509,-0.001333
2017-04-20,0.004844,0.005043,0.006587,0.007669
2017-04-21,0.002910,0.001673,-0.003093,-0.002842
2017-04-24,0.012878,0.008349,0.004535,0.010754
2017-04-25,-0.004298,0.002366,0.006891,0.005960
2017-04-26,-0.000719,-0.016993,0.002360,-0.000105
2017-04-27,0.019437,-0.004562,0.010594,-0.000040
2017-04-28,-0.012358,-0.000241,0.003145,-0.002611
2017-05-01,-0.019483,-0.008685,0.006270,0.002001
2017-05-02,-0.001550,0.010221,0.004962,0.000255
2017-05-03,-0.002647,-0.001686,-0.006200,-0.002573
2017-05-04,0.006865,-0.022683,-0.000347,-0.000777
2017-05-05,0.006545,0.022963,0.005201,0.005792
2017-05-08,-0.024566,0.003621,-0.001265,-0.000820
2017-05-09,0.004630,-0.008177,0.003108,-0.000984
2017-05-10,0.004240,0.002425,0.002066,0.002600
2017-05-11,0.000092,-0.020914,0.004581,-0.002715
2017-05-12,-0.011104,0.000750,0.015164,-0.001539
2017-05-15,0.008073,-0.001498,0.008536,0.005603
2017-05-16,0.000092,-0.009000,-0.000557,-0.000384
2017-05-17,-0.013439,-0.023966,-0.021281,-0.018102
2017-05-18,0.002426,0.002585,-0.001025,0.003369
2017-05-19,0.003444,0.020366,-0.003989,0.007577
2017-05-22,0.006864,0.004042,0.017620,0.005394
2017-05-23,0.003593,-0.001007,-0.005060,0.001526
2017-05-24,0.008629,0.004030,0.012544,0.002402
2017-05-25,0.010648,-0.014049,0.018638,0.003248
2017-05-26,-0.004412,-0.008651,-0.004821,0.000310
2017-05-30,-0.000271,-0.008214,0.000330,-0.002267
2017-05-31,0.019542,-0.003364,-0.013427,-0.000326
2017-06-01,0.010699,0.011426,0.004574,0.009052
2017-06-02,0.004058,0.002824,0.008995,0.003486
2017-06-05,-0.009489,-0.002048,0.005723,-0.001819
2017-06-06,-0.016409,0.015393,-0.003064,-0.002150
2017-06-07,-0.003968,-0.011875,0.003183,0.000725
2017-06-08,0.006881,-0.020711,-0.001532,0.001597
2017-06-09,-0.019333,0.010444,-0.043616,-0.000547
2017-06-12,-0.004860,-0.012145,-0.012490,-0.000866
2017-06-13,0.007187,0.010201,0.012648,0.005328
2017-06-14,0.000549,-0.024858,-0.001146,-0.002289
2017-06-15,0.001189,0.006904,-0.010325,-0.002973
2017-06-16,0.009498,0.025580,-0.003130,0.000543
2017-06-19,0.015741,-0.006171,0.017907,0.007639
2017-06-20,-0.003652,-0.023545,-0.007083,-0.007515
2017-06-21,-0.001430,0.007419,0.007363,-0.000752
2017-06-22,-0.006445,0.026302,0.010393,0.000802
2017-06-23,0.003604,0.008457,0.001696,0.002916
2017-06-26,-0.004309,0.006099,-0.005755,0.000940
2017-06-27,-0.014066,0.011114,-0.004880,-0.007476
2017-06-28,0.009785,0.008244,0.004676,0.010009
2017-06-29,-0.012951,-0.010902,-0.014644,-0.008117
2017-06-30,0.000826,-0.002755,-0.002304,0.001446
2017-07-03,0.005409,0.008289,-0.005774,0.003039
2017-07-05,0.010577,-0.013951,0.016260,0.000131
2017-07-06,-0.004963,0.002526,-0.007429,-0.009231
2017-07-07,0.022942,0.003276,0.012320,0.006444
2017-07-10,0.009662,-0.000754,0.006597,0.000501
2017-07-11,0.007199,-0.007793,-0.001695,0.000236
2017-07-12,0.007584,0.014948,0.023203,0.007693
2017-07-13,-0.003893,0.001248,-0.009181,0.001729
2017-07-14,0.000347,0.018449,0.004801,0.004849
2017-07-17,-0.014673,-0.004651,-0.007889,0.000014
2017-07-18,0.002555,0.004673,-0.000224,0.000459
2017-07-19,0.005713,0.017136,0.003249,0.005964
2017-07-20,-0.001748,0.008424,0.010942,0.000033
2017-07-21,-0.002539,-0.002148,-0.009388,-0.000922
2017-07-24,0.000000,-0.001913,-0.000223,-0.000133
2017-07-25,0.009040,-0.000959,0.010706,0.003457
2017-07-26,0.002261,0.000959,0.004855,-0.000085
2017-07-27,-0.011716,-0.014378,-0.006149,-0.002093
2017-07-28,0.004654,-0.000729,0.001215,-0.001066
2017-07-31,0.000524,0.008759,0.001986,-0.000859
2017-08-01,0.012056,0.004100,0.004626,0.002360
2017-08-02,0.003453,0.004084,-0.014580,-0.000989
2017-08-03,0.005677,-0.000957,0.005117,-0.002180
2017-08-04,-0.001882,-0.005508,0.001107,0.002012
2017-08-07,0.005913,-0.000482,0.000553,0.001414
2017-08-08,-0.004174,-0.016382,-0.002652,-0.002772
2017-08-09,0.014201,-0.005388,-0.001551,-0.001449
2017-08-10,-0.002699,-0.017483,-0.027630,-0.014415
2017-08-11,0.001184,0.001242,0.007532,0.001508
2017-08-14,0.012419,0.008361,0.022200,0.009827
2017-08-15,-0.000417,-0.014322,0.004986,-0.001450
2017-08-16,0.003840,-0.001529,0.016979,0.002153
2017-08-17,-0.009480,-0.001021,-0.014744,-0.014559
2017-08-18,-0.003358,0.007411,-0.001320,-0.001186
2017-08-21,-0.001264,-0.003298,0.011018,0.000858
2017-08-22,0.012061,0.015780,0.012969,0.009406
2017-08-23,-0.007584,0.021549,0.001291,-0.001918
2017-08-24,-0.002015,0.002698,0.011604,-0.001160
2017-08-25,0.006900,-0.011986,-0.000531,0.002002
2017-08-28,0.013956,-0.012132,-0.004676,0.000326
2017-08-29,0.001484,-0.003258,0.001815,0.000673
2017-08-30,0.006831,-0.006789,0.010977,0.004622
2017-08-31,0.004577,0.012405,0.006641,0.006903
2017-09-01,0.002034,0.011503,0.005446,0.002852
2017-09-05,-0.002111,-0.005933,0.001771,-0.007620
2017-09-06,-0.001383,0.014922,-0.003743,0.003190
2017-09-07,0.002445,-0.004166,0.009497,-0.000032
2017-09-08,0.000490,-0.002953,-0.003101,-0.001271
2017-09-11,0.006204,0.008391,0.013274,0.010251
2017-09-12,0.003245,0.002447,-0.008802,0.003547
2017-09-13,-0.003073,-0.000244,-0.012803,0.000552
2017-09-14,0.007787,0.004640,-0.003242,-0.000492
2017-09-15,0.021087,-0.000243,-0.007030,0.001829
2017-09-18,0.016631,-0.004133,0.011730,0.002006
2017-09-19,0.014964,0.006348,-0.004074,0.001121
2017-09-20,0.005271,0.002183,-0.001468,0.000919
2017-09-21,-0.004103,0.003147,-0.003676,-0.002543
2017-09-22,0.005646,-0.009652,0.000843,0.001100
2017-09-25,-0.007967,0.004630,-0.026016,-0.001881
2017-09-26,0.005889,-0.000243,-0.001406,0.000213
2017-09-27,-0.001217,0.000485,0.009422,0.004975
2017-09-28,-0.003121,0.007032,-0.006544,0.001611
